PROVINCIA;VOTOS_P1;VOTOS_P2
TACNA;195;42
TACNA;58;92
TACNA;114;86
TACNA;86;31
CORONEL PORTILLO;103;103
CORONEL PORTILLO;99;103
CORONEL PORTILLO;96;123
PADRE ABAD;130;42
ATALAYA;75;79
ATALAYA;93;64
PADRE ABAD;111;38
ATALAYA;88;83
ATALAYA;90;68
ATALAYA;63;85
ATALAYA;81;35
ATALAYA;42;35
PADRE ABAD;136;69
ATALAYA;72;71
ATALAYA;18;77
PADRE ABAD;143;60
PADRE ABAD;142;78
PURUS;43;101
PADRE ABAD;132;55
CORONEL PORTILLO;43;39
PADRE ABAD;126;69
ATALAYA;50;77
CORONEL PORTILLO;54;128
CORONEL PORTILLO;102;105
CORONEL PORTILLO;68;94
CORONEL PORTILLO;72;101
ATALAYA;38;58
CORONEL PORTILLO;67;130
CORONEL PORTILLO;79;84
CORONEL PORTILLO;73;135
CORONEL PORTILLO;73;107
CORONEL PORTILLO;110;96
CORONEL PORTILLO;117;109
CORONEL PORTILLO;95;110
CORONEL PORTILLO;71;113
CORONEL PORTILLO;76;107
CORONEL PORTILLO;107;121
CORONEL PORTILLO;106;118
CORONEL PORTILLO;94;129
CORONEL PORTILLO;85;122
CORONEL PORTILLO;126;94
CORONEL PORTILLO;110;120
CORONEL PORTILLO;70;101
CORONEL PORTILLO;96;108
CORONEL PORTILLO;89;132
CORONEL PORTILLO;87;125
CORONEL PORTILLO;71;129
CORONEL PORTILLO;89;125
CORONEL PORTILLO;79;112
CORONEL PORTILLO;75;104
CORONEL PORTILLO;92;95
CORONEL PORTILLO;78;109
CORONEL PORTILLO;97;125
CORONEL PORTILLO;106;116
CORONEL PORTILLO;101;120
CORONEL PORTILLO;82;132
CORONEL PORTILLO;90;113
CORONEL PORTILLO;84;109
CORONEL PORTILLO;79;143
CORONEL PORTILLO;102;129
CORONEL PORTILLO;77;84
CORONEL PORTILLO;130;83
CORONEL PORTILLO;83;98
CORONEL PORTILLO;107;90
CORONEL PORTILLO;110;90
CORONEL PORTILLO;80;22
CORONEL PORTILLO;106;125
CORONEL PORTILLO;122;121
CORONEL PORTILLO;90;96
CORONEL PORTILLO;87;133
CORONEL PORTILLO;93;23
CORONEL PORTILLO;117;123
CORONEL PORTILLO;80;124
CORONEL PORTILLO;91;113
CORONEL PORTILLO;105;99
CORONEL PORTILLO;68;77
CORONEL PORTILLO;89;135
CORONEL PORTILLO;102;92
CHACHAPOYAS;105;85
CHACHAPOYAS;110;31
CHACHAPOYAS;119;70
CHACHAPOYAS;104;84
CHACHAPOYAS;135;67
CHACHAPOYAS;95;70
BAGUA;136;77
BAGUA;71;99
BAGUA;95;70
BAGUA;139;77
BAGUA;134;64
BAGUA;149;75
BONGARA;59;75
BONGARA;110;69
BAGUA;101;69
BAGUA;117;18
BAGUA;112;11
BAGUA;103;27
BAGUA;86;7
BONGARA;123;52
LUYA;64;32
LUYA;67;46
LUYA;92;51
LUYA;103;43
BONGARA;92;89
BONGARA;143;76
BONGARA;108;81
LUYA;167;50
LUYA;164;59
RODRIGUEZ DE MENDOZA;80;54
LUYA;53;65
LUYA;77;63
RODRIGUEZ DE MENDOZA;123;108
CONDORCANQUI;125;29
CONDORCANQUI;62;5
RODRIGUEZ DE MENDOZA;77;65
RODRIGUEZ DE MENDOZA;98;119
CONDORCANQUI;89;21
CONDORCANQUI;80;13
CONDORCANQUI;84;15
CONDORCANQUI;101;
CONDORCANQUI;109;4
UTCUBAMBA;104;64
UTCUBAMBA;115;67
UTCUBAMBA;108;61
UTCUBAMBA;108;67
UTCUBAMBA;150;72
UTCUBAMBA;155;72
UTCUBAMBA;137;63
UTCUBAMBA;151;79
UTCUBAMBA;123;63
UTCUBAMBA;126;57
UTCUBAMBA;143;77
UTCUBAMBA;149;65
UTCUBAMBA;143;76
UTCUBAMBA;157;78
UTCUBAMBA;122;52
UTCUBAMBA;130;81
UTCUBAMBA;142;51
UTCUBAMBA;120;90
UTCUBAMBA;129;62
LUYA;84;27
RODRIGUEZ DE MENDOZA;163;43
RODRIGUEZ DE MENDOZA;96;54
BAGUA;95;58
BAGUA;42;
BAGUA;172;31
BAGUA;171;2
ANTILLAS HOLANDESAS;25;105
CONDORCANQUI;117;4
CONDORCANQUI;127;
ARGENTINA;41;49
ARGENTINA;35;40
ARGENTINA;47;52
ARGENTINA;44;48
ARGENTINA;37;66
ARGENTINA;33;62
ARGENTINA;30;56
ARGENTINA;42;68
ARGENTINA;46;61
ARGENTINA;37;64
ARGENTINA;61;62
ARGENTINA;30;48
ARGENTINA;34;62
ARGENTINA;41;54
ARGENTINA;33;50
ARGENTINA;39;64
ARGENTINA;49;58
ARGENTINA;30;56
ARGENTINA;48;54
ARGENTINA;26;42
ARGENTINA;64;65
ARGENTINA;26;57
ARGENTINA;41;49
ESTADOS UNIDOS DE AMERICA;24;79
ESTADOS UNIDOS DE AMERICA;4;94
ESTADOS UNIDOS DE AMERICA;15;67
ESTADOS UNIDOS DE AMERICA;12;74
ESTADOS UNIDOS DE AMERICA;17;34
ESTADOS UNIDOS DE AMERICA;17;49
ESTADOS UNIDOS DE AMERICA;6;90
ESTADOS UNIDOS DE AMERICA;18;47
ESTADOS UNIDOS DE AMERICA;18;70
ESTADOS UNIDOS DE AMERICA;10;92
ESTADOS UNIDOS DE AMERICA;3;103
ESTADOS UNIDOS DE AMERICA;17;47
ESTADOS UNIDOS DE AMERICA;16;49
ESTADOS UNIDOS DE AMERICA;16;48
ESTADOS UNIDOS DE AMERICA;19;57
ESTADOS UNIDOS DE AMERICA;15;54
ESTADOS UNIDOS DE AMERICA;4;100
ESTADOS UNIDOS DE AMERICA;6;37
ESTADOS UNIDOS DE AMERICA;11;44
ESTADOS UNIDOS DE AMERICA;7;88
ESTADOS UNIDOS DE AMERICA;17;57
ESTADOS UNIDOS DE AMERICA;18;40
ESTADOS UNIDOS DE AMERICA;23;53
ESTADOS UNIDOS DE AMERICA;51;15
ESTADOS UNIDOS DE AMERICA;13;56
ESTADOS UNIDOS DE AMERICA;3;71
ESTADOS UNIDOS DE AMERICA;3;80
ESTADOS UNIDOS DE AMERICA;11;38
ESTADOS UNIDOS DE AMERICA;13;78
ESTADOS UNIDOS DE AMERICA;4;94
ESTADOS UNIDOS DE AMERICA;11;53
ESTADOS UNIDOS DE AMERICA;6;55
ESTADOS UNIDOS DE AMERICA;9;95
ESTADOS UNIDOS DE AMERICA;24;90
ESTADOS UNIDOS DE AMERICA;20;69
ESTADOS UNIDOS DE AMERICA;5;90
ESTADOS UNIDOS DE AMERICA;5;95
ESTADOS UNIDOS DE AMERICA;1;95
ESTADOS UNIDOS DE AMERICA;7;47
ESTADOS UNIDOS DE AMERICA;40;65
ESTADOS UNIDOS DE AMERICA;23;70
ESTADOS UNIDOS DE AMERICA;8;100
ESTADOS UNIDOS DE AMERICA;4;79
ESTADOS UNIDOS DE AMERICA;12;45
ESTADOS UNIDOS DE AMERICA;7;82
ESTADOS UNIDOS DE AMERICA;14;70
CHILE;63;71
CHILE;47;117
CHILE;72;58
ESTADOS UNIDOS DE AMERICA;7;35
ESTADOS UNIDOS DE AMERICA;7;40
ARGENTINA;58;64
CHILE;95;36
CHILE;57;78
BOLIVIA;40;45
CHILE;71;79
CHILE;39;91
CHILE;57;78
CHILE;56;90
CHILE;68;60
ESTADOS UNIDOS DE AMERICA;32;65
BRASIL;28;59
BRASIL;20;24
CHILE;55;73
CHILE;48;83
CHILE;54;81
CHILE;60;82
ESTADOS UNIDOS DE AMERICA;22;84
CHILE;42;92
CHILE;47;80
CANADA;;
CANADA;25;74
CANADA;26;78
CHILE;50;69
CHILE;46;64
CHILE;68;72
ARGENTINA;;
CANADA;21;101
CANADA;29;96
ARGENTINA;71;75
ARGENTINA;59;71
ARGENTINA;;
CANADA;21;108
CANADA;25;89
CHILE;77;81
CHILE;51;87
ECUADOR;38;66
ECUADOR;58;52
EL SALVADOR;23;43
COSTA RICA;4;108
ARGENTINA;52;73
CASMA;76;128
CASMA;72;135
PALLASCA;104;43
CASMA;106;113
HUARI;174;38
PALLASCA;134;48
CARHUAZ;138;74
CARHUAZ;110;67
CARHUAZ;141;48
PALLASCA;111;32
PALLASCA;111;50
PALLASCA;138;45
HUARI;145;54
HUARI;159;37
HUARI;143;49
HUARI;142;41
CARHUAZ;172;47
POMABAMBA;74;46
CARHUAZ;140;73
HUAYLAS;113;121
HUARI;122;15
HUARI;75;52
HUAYLAS;97;117
HUARI;157;47
CARHUAZ;148;74
HUAYLAS;87;103
HUARI;139;62
HUARI;150;33
HUARI;141;50
HUARI;159;50
POMABAMBA;173;48
CASMA;76;135
HUAYLAS;97;125
BOLOGNESI;82;70
BOLOGNESI;97;79
HUAYLAS;116;103
HUARI;77;28
MARISCAL LUZURIAGA;170;19
BOLOGNESI;99;22
HUAYLAS;110;95
MARISCAL LUZURIAGA;137;30
MARISCAL LUZURIAGA;135;23
HUAYLAS;80;66
MARISCAL LUZURIAGA;103;21
BOLOGNESI;126;63
CASMA;69;149
HUARAZ;136;83
PARAGUAY;;
PUERTO RICO;17;68
HUARAZ;132;83
HUARAZ;155;90
ESTADOS UNIDOS DE AMERICA;10;58
PUERTO RICO;16;74
HUARAZ;128;84
HUARAZ;111;76
ESTADOS UNIDOS DE AMERICA;8;69
ESTADOS UNIDOS DE AMERICA;6;73
ESTADOS UNIDOS DE AMERICA;17;72
HUARAZ;133;80
HUARAZ;149;75
ESTADOS UNIDOS DE AMERICA;12;106
VENEZUELA;3;38
VENEZUELA;9;41
ESTADOS UNIDOS DE AMERICA;10;94
VENEZUELA;4;63
VENEZUELA;7;52
AIJA;83;69
ESTADOS UNIDOS DE AMERICA;17;81
HUARAZ;128;71
HUARAZ;157;71
HUARAZ;139;85
ESTADOS UNIDOS DE AMERICA;9;83
ESTADOS UNIDOS DE AMERICA;9;80
ESTADOS UNIDOS DE AMERICA;16;70
ESTADOS UNIDOS DE AMERICA;10;66
ESTADOS UNIDOS DE AMERICA;21;72
HUARAZ;124;69
HUARAZ;128;83
HUARAZ;153;74
HUARAZ;154;76
ESTADOS UNIDOS DE AMERICA;21;59
ESTADOS UNIDOS DE AMERICA;11;68
HUARAZ;141;74
ESTADOS UNIDOS DE AMERICA;15;60
ESTADOS UNIDOS DE AMERICA;31;64
HUARAZ;115;102
ESTADOS UNIDOS DE AMERICA;12;68
ESTADOS UNIDOS DE AMERICA;24;79
HUARAZ;152;68
HUARAZ;131;89
HUARAZ;116;92
ESTADOS UNIDOS DE AMERICA;19;70
ESTADOS UNIDOS DE AMERICA;23;62
HUARMEY;76;136
SANTA;76;106
YUNGAY;100;81
YUNGAY;122;44
HUARMEY;85;134
HUARMEY;82;128
SANTA;117;110
SANTA;103;116
HUARMEY;60;135
OCROS;49;69
OCROS;80;68
SANTA;95;116
SANTA;83;136
SANTA;84;133
SANTA;82;122
SANTA;114;106
SANTA;114;94
HUARAZ;110;73
ANTONIO RAIMONDI;136;41
ANTONIO RAIMONDI;144;14
HUAYLAS;131;97
HUAYLAS;47;104
SANTA;104;113
SIHUAS;127;26
SIHUAS;97;40
SIHUAS;129;40
CARLOS FERMIN FITZCARRALD;120;40
HUARI;110;39
SIHUAS;119;17
CARLOS FERMIN FITZCARRALD;132;20
CARLOS FERMIN FITZCARRALD;105;12
SANTA;100;133
YUNGAY;143;75
YUNGAY;126;59
YUNGAY;156;69
CARHUAZ;93;78
CORONGO;141;81
SANTA;105;108
SANTA;56;35
YUNGAY;149;64
ASUNCION;126;52
SANTA;106;128
HUARMEY;91;124
SANTA;81;102
SANTA;117;98
SANTA;121;104
YUNGAY;142;68
YUNGAY;144;58
HUARMEY;100;141
SANTA;116;122
SANTA;112;114
SANTA;120;102
SANTA;135;103
SANTA;104;100
SANTA;115;101
SANTA;95;114
SANTA;114;117
SANTA;113;88
SANTA;179;28
SANTA;120;94
SANTA;80;130
SANTA;114;108
SANTA;45;36
SANTA;111;109
SANTA;114;118
SANTA;115;106
SANTA;107;120
SANTA;95;100
SANTA;95;121
SANTA;92;114
SANTA;80;43
SANTA;75;107
SANTA;56;65
SANTA;62;58
SANTA;118;115
SANTA;121;105
SANTA;115;106
SANTA;77;112
SANTA;96;104
SANTA;99;117
SANTA;69;105
SANTA;78;83
SANTA;139;61
SANTA;162;55
SANTA;139;71
SANTA;108;78
SANTA;110;99
SANTA;107;109
SANTA;101;106
SANTA;109;123
SANTA;54;150
SANTA;116;103
SANTA;98;106
SANTA;71;134
SANTA;97;113
SANTA;109;87
SANTA;74;108
SANTA;99;121
SANTA;111;114
SANTA;78;126
SANTA;32;33
SANTA;55;61
SANTA;76;53
SANTA;99;110
ANDAHUAYLAS;157;16
ANDAHUAYLAS;208;12
AREQUIPA;101;121
ANTABAMBA;136;31
ANTABAMBA;149;25
CHINCHEROS;165;21
AREQUIPA;106;121
AREQUIPA;110;121
ANTABAMBA;135;38
ANTABAMBA;123;31
CHINCHEROS;112;19
ANTABAMBA;133;33
ANTABAMBA;148;31
ANTABAMBA;140;26
CHINCHEROS;103;36
AREQUIPA;56;201
AREQUIPA;80;141
AREQUIPA;27;48
AREQUIPA;89;114
AREQUIPA;108;114
COTABAMBAS;135;10
CHINCHEROS;125;27
CHINCHEROS;112;27
CHINCHEROS;126;26
AREQUIPA;111;128
AREQUIPA;84;155
AREQUIPA;100;147
COTABAMBAS;161;25
CHINCHEROS;186;36
CHINCHEROS;197;35
AREQUIPA;121;118
AREQUIPA;125;77
AREQUIPA;150;80
CHINCHEROS;193;17
AREQUIPA;112;121
AREQUIPA;97;130
COTABAMBAS;154;16
AREQUIPA;84;88
COTABAMBAS;148;23
AREQUIPA;161;84
AREQUIPA;153;69
AREQUIPA;147;69
COTABAMBAS;164;8
CHINCHEROS;236;21
AREQUIPA;162;67
AREQUIPA;149;84
COTABAMBAS;134;12
CHINCHEROS;205;9
ABANCAY;83;17
AREQUIPA;106;118
ABANCAY;131;29
AREQUIPA;67;169
ANDAHUAYLAS;152;82
COTABAMBAS;117;14
AREQUIPA;93;129
GRAU;184;16
GRAU;142;18
ANDAHUAYLAS;140;14
AREQUIPA;105;125
AREQUIPA;104;120
ANDAHUAYLAS;150;50
GRAU;140;15
ANDAHUAYLAS;161;25
COTABAMBAS;140;16
AREQUIPA;87;121
ANDAHUAYLAS;110;33
GRAU;67;12
ANDAHUAYLAS;170;44
SIHUAS;99;52
ABANCAY;170;56
ANDAHUAYLAS;177;44
ANDAHUAYLAS;138;57
SIHUAS;144;56
ANDAHUAYLAS;164;39
ANDAHUAYLAS;209;38
ANDAHUAYLAS;181;54
ABANCAY;146;69
ABANCAY;127;95
ANDAHUAYLAS;202;30
ANDAHUAYLAS;215;17
YUNGAY;145;43
YUNGAY;96;79
ABANCAY;151;78
ANDAHUAYLAS;196;37
ANDAHUAYLAS;125;52
ANDAHUAYLAS;118;44
ANDAHUAYLAS;133;55
ANTONIO RAIMONDI;109;25
ANTONIO RAIMONDI;200;10
CARLOS FERMIN FITZCARRALD;70;45
ANDAHUAYLAS;188;50
HUARMEY;95;34
ABANCAY;165;57
ANDAHUAYLAS;167;40
ANDAHUAYLAS;179;15
ANDAHUAYLAS;186;22
ABANCAY;121;66
ANDAHUAYLAS;197;32
ANDAHUAYLAS;181;59
ABANCAY;169;52
ABANCAY;125;58
ANDAHUAYLAS;168;24
ANDAHUAYLAS;160;36
ANDAHUAYLAS;173;14
ABANCAY;159;65
ABANCAY;159;48
MARISCAL LUZURIAGA;191;33
ABANCAY;164;50
AYMARAES;138;29
AYMARAES;170;54
AYMARAES;157;48
AYMARAES;161;43
ANDAHUAYLAS;173;36
ANDAHUAYLAS;176;42
ABANCAY;182;55
AYMARAES;95;53
POMABAMBA;142;34
ABANCAY;163;59
ABANCAY;172;50
ANDAHUAYLAS;217;15
POMABAMBA;133;47
ABANCAY;165;43
AYMARAES;157;23
AYMARAES;128;30
SANTA;98;102
ABANCAY;180;40
SANTA;146;59
ABANCAY;131;65
AREQUIPA;133;99
AREQUIPA;186;63
AREQUIPA;141;76
AREQUIPA;135;33
AREQUIPA;137;104
AREQUIPA;142;101
AREQUIPA;157;55
AREQUIPA;177;78
AREQUIPA;172;59
AREQUIPA;100;137
AREQUIPA;144;101
AREQUIPA;138;94
AREQUIPA;157;66
AREQUIPA;153;61
AREQUIPA;155;55
AREQUIPA;156;69
AREQUIPA;118;92
AREQUIPA;171;60
AREQUIPA;130;90
AREQUIPA;160;83
AREQUIPA;178;57
AREQUIPA;144;76
AREQUIPA;171;70
AREQUIPA;140;96
AREQUIPA;145;92
AREQUIPA;155;88
AREQUIPA;196;38
AREQUIPA;162;71
AREQUIPA;179;73
AREQUIPA;191;73
AREQUIPA;180;73
AREQUIPA;196;21
AREQUIPA;163;40
AREQUIPA;153;46
AREQUIPA;173;83
AREQUIPA;135;100
AREQUIPA;154;83
AREQUIPA;84;100
AREQUIPA;175;59
AREQUIPA;151;91
AREQUIPA;177;62
AREQUIPA;166;64
AREQUIPA;144;100
AREQUIPA;148;97
AREQUIPA;194;69
AREQUIPA;174;68
AREQUIPA;110;106
AREQUIPA;186;53
AREQUIPA;151;89
AREQUIPA;123;77
AREQUIPA;155;64
AREQUIPA;159;71
AREQUIPA;112;82
AREQUIPA;139;92
AREQUIPA;190;57
AREQUIPA;147;88
AREQUIPA;195;46
AREQUIPA;171;40
AREQUIPA;197;46
AREQUIPA;224;26
AREQUIPA;167;78
AREQUIPA;89;18
AREQUIPA;183;76
AREQUIPA;153;85
AREQUIPA;94;139
AREQUIPA;174;50
AREQUIPA;160;79
AREQUIPA;204;45
AREQUIPA;148;35
AREQUIPA;148;44
AREQUIPA;174;74
AREQUIPA;197;46
AREQUIPA;151;82
AREQUIPA;71;42
AREQUIPA;205;41
AREQUIPA;161;76
AREQUIPA;144;78
AREQUIPA;157;71
AREQUIPA;163;79
AREQUIPA;153;88
AREQUIPA;199;23
AREQUIPA;206;57
AREQUIPA;92;152
AREQUIPA;174;53
AREQUIPA;137;85
AREQUIPA;145;85
AREQUIPA;190;77
AREQUIPA;130;93
AREQUIPA;141;86
AREQUIPA;146;77
AREQUIPA;181;61
AREQUIPA;212;31
AREQUIPA;105;44
AREQUIPA;21;92
AREQUIPA;63;161
AREQUIPA;52;174
AREQUIPA;92;167
AREQUIPA;144;78
AREQUIPA;146;78
AREQUIPA;124;137
AREQUIPA;144;67
AREQUIPA;159;68
AREQUIPA;141;93
AREQUIPA;174;77
AREQUIPA;146;95
AREQUIPA;99;133
CAMANA;99;120
CAYLLOMA;106;22
CAYLLOMA;132;17
CAMANA;98;108
AREQUIPA;153;84
AREQUIPA;50;37
AREQUIPA;141;74
CAMANA;119;98
CAMANA;116;82
AREQUIPA;72;166
CAYLLOMA;169;37
AREQUIPA;169;71
CAYLLOMA;195;33
AREQUIPA;131;91
CAYLLOMA;190;31
CAYLLOMA;205;29
AREQUIPA;84;134
AREQUIPA;139;79
CAMANA;138;57
CAYLLOMA;215;29
CAYLLOMA;223;21
AREQUIPA;89;144
AREQUIPA;103;103
AREQUIPA;106;123
AREQUIPA;115;123
CAYLLOMA;195;29
CAYLLOMA;189;35
CAYLLOMA;191;26
CAMANA;142;72
AREQUIPA;71;92
AREQUIPA;102;118
CAYLLOMA;178;29
CAYLLOMA;209;36
CAYLLOMA;211;39
AREQUIPA;135;91
CAYLLOMA;214;29
CAYLLOMA;193;29
CAYLLOMA;178;34
AREQUIPA;111;112
AREQUIPA;102;98
AREQUIPA;83;164
AREQUIPA;121;117
CAYLLOMA;155;16
CAYLLOMA;161;17
CAYLLOMA;216;23
AREQUIPA;127;113
AREQUIPA;167;73
AREQUIPA;110;104
AREQUIPA;139;51
AREQUIPA;169;71
AREQUIPA;136;102
AREQUIPA;147;87
AREQUIPA;171;71
AREQUIPA;152;76
AREQUIPA;142;77
AREQUIPA;135;81
AREQUIPA;115;82
AREQUIPA;146;98
AREQUIPA;191;53
AREQUIPA;203;45
AREQUIPA;200;36
AREQUIPA;133;76
AREQUIPA;207;21
AREQUIPA;217;24
AREQUIPA;148;80
AREQUIPA;164;71
AREQUIPA;152;74
AREQUIPA;153;73
AREQUIPA;174;49
AREQUIPA;185;48
AREQUIPA;209;34
AREQUIPA;107;66
AREQUIPA;118;59
AREQUIPA;184;68
AREQUIPA;162;70
AREQUIPA;154;69
AREQUIPA;107;68
AREQUIPA;131;94
AREQUIPA;151;81
AREQUIPA;151;68
AREQUIPA;150;93
AREQUIPA;125;68
AREQUIPA;142;61
AREQUIPA;195;57
AREQUIPA;166;87
AREQUIPA;168;79
AREQUIPA;66;125
AREQUIPA;163;74
AREQUIPA;149;90
AREQUIPA;164;71
AREQUIPA;138;104
AREQUIPA;134;88
AREQUIPA;151;77
AREQUIPA;163;84
AREQUIPA;62;140
AREQUIPA;130;107
AREQUIPA;149;108
AREQUIPA;107;133
AREQUIPA;73;58
AREQUIPA;177;61
AREQUIPA;158;85
AREQUIPA;56;160
AREQUIPA;163;79
AREQUIPA;175;61
AREQUIPA;51;178
HUAMANGA;210;48
HUANTA;169;34
HUANTA;158;25
HUANTA;172;24
HUAMANGA;204;32
HUAMANGA;207;32
HUAMANGA;203;24
HUAMANGA;208;25
HUAMANGA;194;27
HUAMANGA;189;43
HUANTA;167;36
HUAMANGA;217;12
HUAMANGA;178;50
HUAMANGA;156;62
HUAMANGA;183;18
HUAMANGA;215;8
HUAMANGA;177;9
HUANTA;181;27
HUAMANGA;197;32
HUAMANGA;210;26
HUAMANGA;205;38
HUAMANGA;170;48
CANGALLO;171;17
HUANTA;123;61
HUANTA;136;69
HUAMANGA;203;32
HUAMANGA;195;13
HUAMANGA;205;28
HUAMANGA;157;38
CANGALLO;190;16
HUAMANGA;163;41
HUAMANGA;226;16
HUAMANGA;135;54
CANGALLO;174;37
HUANTA;136;3
HUAMANGA;182;42
HUAMANGA;173;42
HUANTA;150;20
HUANTA;137;37
HUAMANGA;187;48
HUAMANGA;195;42
HUAMANGA;192;35
HUAMANGA;186;51
HUAMANGA;196;42
HUAMANGA;187;37
HUANTA;151;22
HUAMANGA;198;39
HUAMANGA;56;13
HUANTA;140;67
HUAMANGA;192;37
HUAMANGA;178;37
HUAMANGA;195;32
HUANTA;156;31
HUAMANGA;179;34
HUAMANGA;179;41
ISLAY;161;46
ISLAY;150;72
JAPON;6;66
JAPON;4;73
JAPON;1;70
HUAMANGA;173;59
CARAVELI;155;39
CARAVELI;63;111
HUAMANGA;102;29
CARAVELI;50;171
JAPON;15;98
CASTILLA;166;58
CASTILLA;162;57
ISLAY;162;56
ISLAY;191;27
JAPON;10;93
HUAMANGA;198;52
HUAMANGA;180;31
CASTILLA;120;56
CASTILLA;115;61
CASTILLA;111;14
CASTILLA;132;13
JAPON;4;85
HUAMANGA;190;51
CASTILLA;148;25
CASTILLA;128;16
CASTILLA;146;15
HUAMANGA;207;38
CASTILLA;128;25
LIBANO;;
HUAMANGA;176;38
CASTILLA;97;17
CASTILLA;135;33
LA UNION;155;34
LA UNION;128;13
HUAMANGA;158;68
HUAMANGA;161;53
CONDESUYOS;167;10
AREQUIPA;230;37
HUAMANGA;177;61
CARAVELI;73;114
CARAVELI;71;102
CONDESUYOS;163;25
CONDESUYOS;46;15
LA UNION;122;7
ISRAEL;8;60
CARAVELI;112;100
ISLAY;157;80
ISLAY;125;105
ISLAY;137;85
CAJAMARCA;134;96
CAJAMARCA;121;101
CAJAMARCA;131;108
CAJAMARCA;101;69
CAJAMARCA;156;77
CAJAMARCA;153;94
CAJAMARCA;136;25
CAJAMARCA;148;40
CAJAMARCA;106;109
CAJAMARCA;121;96
CAJAMARCA;100;102
CAJAMARCA;102;108
CAJAMARCA;118;30
CAJAMARCA;108;36
CAJAMARCA;66;47
CAJAMARCA;129;110
CAJAMARCA;77;105
CAJAMARCA;134;93
CAJAMARCA;128;98
CAJAMARCA;149;90
CAJAMARCA;137;72
CAJAMARCA;115;114
CAJAMARCA;126;100
CAJAMARCA;120;111
CAJAMARCA;151;81
CAJAMARCA;128;95
CAJAMARCA;122;93
CAJAMARCA;124;91
CAJAMARCA;106;73
CAJAMARCA;125;91
CAJAMARCA;150;64
CAJAMARCA;138;97
CAJAMARCA;116;92
CAJAMARCA;138;90
CAJAMARCA;88;70
CAJAMARCA;96;58
CAJAMARCA;124;85
CAJAMARCA;143;85
CAJAMARCA;123;94
CAJAMARCA;137;111
CAJAMARCA;137;102
CAJAMARCA;130;84
CAJAMARCA;132;74
CAJAMARCA;77;61
CAJAMARCA;124;99
CAJAMARCA;123;118
CAJAMARCA;65;69
CAJAMARCA;136;99
CAJAMARCA;138;126
CAJAMARCA;129;113
CAJAMARCA;107;118
CAJAMARCA;138;98
CAJAMARCA;128;101
CAJAMARCA;117;110
CAJAMARCA;124;113
CAJAMARCA;136;101
CAJAMARCA;133;99
CAJAMARCA;127;99
LUCANAS;170;15
PAUCAR DEL SARA SARA;116;62
PAUCAR DEL SARA SARA;69;29
LA MAR;112;18
LA MAR;107;19
PARINACOCHAS;215;27
PAUCAR DEL SARA SARA;89;27
CAJAMARCA;124;86
LA MAR;161;22
LA MAR;203;13
PAUCAR DEL SARA SARA;111;43
PARINACOCHAS;159;23
CAJAMARCA;98;75
PARINACOCHAS;80;56
CAJAMARCA;112;89
CAJAMARCA;123;106
CAJAMARCA;104;82
PARINACOCHAS;32;4
VICTOR FAJARDO;173;8
HUAMANGA;220;10
HUAMANGA;237;5
CAJAMARCA;105;100
LA MAR;166;24
HUAMANGA;157;41
CAJAMARCA;91;73
LA MAR;135;22
CANGALLO;123;13
CAJAMARCA;109;97
VICTOR FAJARDO;146;10
VICTOR FAJARDO;119;16
HUANTA;177;17
HUANTA;199;15
HUANCA SANCOS;156;33
LUCANAS;128;54
HUANCA SANCOS;131;9
HUANCA SANCOS;127;21
VILCAS HUAMAN;142;20
LA MAR;100;2
LA MAR;104;5
LA MAR;158;27
LUCANAS;130;30
VILCAS HUAMAN;129;31
LUCANAS;36;18
LUCANAS;86;55
VILCAS HUAMAN;136;19
LUCANAS;46;30
LUCANAS;80;39
LUCANAS;130;44
LUCANAS;91;68
VICTOR FAJARDO;161;19
LUCANAS;112;43
JAEN;134;69
CHOTA;236;29
CHOTA;232;27
CHOTA;213;35
CHOTA;177;3
JAEN;143;60
CHOTA;161;16
HUALGAYOC;192;16
CHOTA;154;8
CHOTA;56;15
HUALGAYOC;153;24
JAEN;150;64
JAEN;124;67
CHOTA;150;
CHOTA;168;1
JAEN;132;78
JAEN;;
CHOTA;178;21
CHOTA;180;22
CHOTA;186;18
HUALGAYOC;196;23
HUALGAYOC;123;16
JAEN;138;64
CHOTA;195;9
CHOTA;182;8
HUALGAYOC;187;19
HUALGAYOC;118;13
JAEN;152;61
HUALGAYOC;194;6
HUALGAYOC;168;34
JAEN;137;72
CHOTA;113;54
HUALGAYOC;144;22
HUALGAYOC;168;18
JAEN;129;89
JAEN;147;87
CHOTA;139;73
JAEN;148;73
JAEN;152;63
JAEN;154;68
CHOTA;178;14
CHOTA;149;46
CHOTA;149;45
HUALGAYOC;185;22
HUALGAYOC;177;10
JAEN;155;63
JAEN;141;77
JAEN;152;84
CHOTA;197;28
CHOTA;62;22
JAEN;121;63
CHOTA;205;36
CHOTA;162;27
HUALGAYOC;180;17
CHOTA;182;22
HUALGAYOC;173;3
HUALGAYOC;178;24
JAEN;142;77
CUTERVO;94;70
CUTERVO;178;24
CUTERVO;124;69
CUTERVO;147;22
CUTERVO;94;55
CUTERVO;118;53
CUTERVO;164;75
CUTERVO;114;65
CUTERVO;130;36
CAJABAMBA;50;32
CUTERVO;148;81
CUTERVO;116;63
CAJABAMBA;91;40
CAJABAMBA;79;64
CUTERVO;141;61
CUTERVO;132;43
CELENDIN;167;19
CUTERVO;140;58
CUTERVO;147;61
